"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Pennsylvania"	"42"	"2000"	"2000"	199	12281054	1.6	1.7
	"Pennsylvania"	"42"	"2001"	"2001"	145	12298970	1.2	1.2
	"Pennsylvania"	"42"	"2002"	"2002"	220	12331031	1.8	1.8
	"Pennsylvania"	"42"	"2003"	"2003"	331	12374658	2.7	2.7
	"Pennsylvania"	"42"	"2004"	"2004"	361	12410722	2.9	3.0
	"Pennsylvania"	"42"	"2005"	"2005"	386	12449990	3.1	3.2
	"Pennsylvania"	"42"	"2006"	"2006"	354	12510809	2.8	3.0
	"Pennsylvania"	"42"	"2007"	"2007"	432	12563937	3.4	3.5
	"Pennsylvania"	"42"	"2008"	"2008"	497	12612285	3.9	4.0
	"Pennsylvania"	"42"	"2009"	"2009"	521	12666858	4.1	4.2
	"Pennsylvania"	"42"	"2010"	"2010"	537	12702379	4.2	4.4
	"Pennsylvania"	"42"	"2011"	"2011"	545	12742886	4.3	4.4
	"Pennsylvania"	"42"	"2012"	"2012"	549	12763536	4.3	4.4
	"Pennsylvania"	"42"	"2013"	"2013"	618	12773801	4.8	5.0
	"Pennsylvania"	"42"	"2014"	"2014"	704	12787209	5.5	5.6
	"Pennsylvania"	"42"	"2015"	"2015"	928	12802503	7.2	7.5
	"Pennsylvania"	"42"	"2016"	"2016"	1842	12784227	14.4	15.2
	"Pennsylvania"	"42"	"2017"	"2017"	2371	12805537	18.5	19.7
	"Pennsylvania"	"42"	"2018"	"2018"	2774	12807060	21.7	23.0
	"Rhode Island"	"44"	"1999"	"1999"	33	1040402	3.2	3.2
	"Rhode Island"	"44"	"2000"	"2000"	55	1048319	5.2	5.2
	"Rhode Island"	"44"	"2001"	"2001"	78	1057142	7.4	7.4
	"Rhode Island"	"44"	"2002"	"2002"	69	1065995	6.5	6.5
	"Rhode Island"	"44"	"2003"	"2003"	99	1071342	9.2	9.3
	"Rhode Island"	"44"	"2004"	"2004"	75	1074579	7.0	7.0
	"Rhode Island"	"44"	"2005"	"2005"	111	1067916	10.4	10.2
	"Rhode Island"	"44"	"2006"	"2006"	126	1063096	11.9	11.8
	"Rhode Island"	"44"	"2007"	"2007"	86	1057315	8.1	8.0
	"Rhode Island"	"44"	"2008"	"2008"	129	1055003	12.2	12.1
	"Rhode Island"	"44"	"2009"	"2009"	114	1053646	10.8	10.5
	"Rhode Island"	"44"	"2010"	"2010"	109	1052567	10.4	10.2
	"Rhode Island"	"44"	"2011"	"2011"	133	1051302	12.7	12.4
	"Rhode Island"	"44"	"2012"	"2012"	123	1050292	11.7	11.5
	"Rhode Island"	"44"	"2013"	"2013"	152	1051511	14.5	14.3
	"Rhode Island"	"44"	"2014"	"2014"	169	1055173	16.0	16.2
	"Rhode Island"	"44"	"2015"	"2015"	232	1056298	22.0	21.4
	"Rhode Island"	"44"	"2016"	"2016"	267	1056426	25.3	25.5
	"Rhode Island"	"44"	"2017"	"2017"	270	1059639	25.5	26.1
	"Rhode Island"	"44"	"2018"	"2018"	262	1057315	24.8	25.4
	"South Carolina"	"45"	"1999"	"1999"	46	3974682	1.2	1.2
	"South Carolina"	"45"	"2000"	"2000"	80	4012012	2.0	2.0
	"South Carolina"	"45"	"2001"	"2001"	80	4064995	2.0	1.9
	"South Carolina"	"45"	"2002"	"2002"	77	4107795	1.9	1.9
	"South Carolina"	"45"	"2003"	"2003"	87	4150297	2.1	2.1
	"South Carolina"	"45"	"2004"	"2004"	127	4210921	3.0	3.1
	"South Carolina"	"45"	"2005"	"2005"	147	4270150	3.4	3.4
	"South Carolina"	"45"	"2006"	"2006"	212	4357847	4.9	4.9
	"South Carolina"	"45"	"2007"	"2007"	192	4444110	4.3	4.3
	"South Carolina"	"45"	"2008"	"2008"	210	4528996	4.6	4.6
	"South Carolina"	"45"	"2009"	"2009"	222	4589872	4.8	4.8
	"South Carolina"	"45"	"2010"	"2010"	256	4625364	5.5	5.5
	"South Carolina"	"45"	"2011"	"2011"	231	4679230	4.9	5.1
	"South Carolina"	"45"	"2012"	"2012"	221	4723723	4.7	4.7
	"South Carolina"	"45"	"2013"	"2013"	221	4774839	4.6	4.8
	"South Carolina"	"45"	"2014"	"2014"	462	4832482	9.6	9.5
	"South Carolina"	"45"	"2015"	"2015"	486	4896146	9.9	9.9
	"South Carolina"	"45"	"2016"	"2016"	561	4961119	11.3	11.6
	"South Carolina"	"45"	"2017"	"2017"	668	5024369	13.3	13.8
	"South Carolina"	"45"	"2018"	"2018"	773	5084127	15.2	15.9
	"South Dakota"	"46"	"1999"	"1999"	Suppressed	750412	Suppressed	Suppressed
	"South Dakota"	"46"	"2000"	"2000"	Suppressed	754844	Suppressed	Suppressed
	"South Dakota"	"46"	"2001"	"2001"	Suppressed	757972	Suppressed	Suppressed
	"South Dakota"	"46"	"2002"	"2002"	12	760020	Unreliable	Unreliable
	"South Dakota"	"46"	"2003"	"2003"	Suppressed	763729	Suppressed	Suppressed
	"South Dakota"	"46"	"2004"	"2004"	20	770396	2.6	2.7
	"South Dakota"	"46"	"2005"	"2005"	22	775493	2.8	3.1
	"South Dakota"	"46"	"2006"	"2006"	23	783033	2.9	3.3
	"South Dakota"	"46"	"2007"	"2007"	20	791623	2.5	2.5
	"South Dakota"	"46"	"2008"	"2008"	31	799124	3.9	4.2
	"South Dakota"	"46"	"2009"	"2009"	34	807067	4.2	4.4
	"South Dakota"	"46"	"2010"	"2010"	32	814180	3.9	4.5
	"South Dakota"	"46"	"2011"	"2011"	33	824082	4.0	4.4
	"South Dakota"	"46"	"2012"	"2012"	23	833354	2.8	3.0
	"South Dakota"	"46"	"2013"	"2013"	34	844877	4.0	4.4
	"South Dakota"	"46"	"2014"	"2014"	32	853175	3.8	4.0
	"South Dakota"	"46"	"2015"	"2015"	24	858469	2.8	3.1
	"South Dakota"	"46"	"2016"	"2016"	34	865454	3.9	4.0
	"South Dakota"	"46"	"2017"	"2017"	29	869666	3.3	3.3
	"South Dakota"	"46"	"2018"	"2018"	24	882235	2.7	2.9
	"Tennessee"	"47"	"1999"	"1999"	81	5638706	1.4	1.4
	"Tennessee"	"47"	"2000"	"2000"	95	5689283	1.7	1.7
	"Tennessee"	"47"	"2001"	"2001"	134	5750789	2.3	2.3
	"Tennessee"	"47"	"2002"	"2002"	163	5795918	2.8	2.8
	"Tennessee"	"47"	"2003"	"2003"	291	5847812	5.0	5.0
	"Tennessee"	"47"	"2004"	"2004"	376	5910809	6.4	6.3
	"Tennessee"	"47"	"2005"	"2005"	437	5991057	7.3	7.3
	"Tennessee"	"47"	"2006"	"2006"	463	6088766	7.6	7.6
	"Tennessee"	"47"	"2007"	"2007"	472	6175727	7.6	7.7
	"Tennessee"	"47"	"2008"	"2008"	473	6247411	7.6	7.6
	"Tennessee"	"47"	"2009"	"2009"	515	6306019	8.2	8.2
	"Tennessee"	"47"	"2010"	"2010"	622	6346105	9.8	9.8
	"Tennessee"	"47"	"2011"	"2011"	617	6403353	9.6	9.8
	"Tennessee"	"47"	"2012"	"2012"	680	6456243	10.5	10.7
	"Tennessee"	"47"	"2013"	"2013"	707	6495978	10.9	10.9
	"Tennessee"	"47"	"2014"	"2014"	756	6549352	11.5	11.8
	"Tennessee"	"47"	"2015"	"2015"	899	6600299	13.6	13.8
	"Tennessee"	"47"	"2016"	"2016"	1038	6651194	15.6	15.8
	"Tennessee"	"47"	"2017"	"2017"	1128	6715984	16.8	17.2
	"Tennessee"	"47"	"2018"	"2018"	1211	6770010	17.9	18.4
	"Texas"	"48"	"1999"	"1999"	254	20558220	1.2	1.2
	"Texas"	"48"	"2000"	"2000"	277	20851820	1.3	1.3
	"Texas"	"48"	"2001"	"2001"	408	21319622	1.9	1.9
	"Texas"	"48"	"2002"	"2002"	584	21690325	2.7	2.7
	"Texas"	"48"	"2003"	"2003"	620	22030931	2.8	2.8
	"Texas"	"48"	"2004"	"2004"	635	22394023	2.8	2.9
	"Texas"	"48"	"2005"	"2005"	697	22778123	3.1	3.1
	"Texas"	"48"	"2006"	"2006"	877	23359580	3.8	3.8
	"Texas"	"48"	"2007"	"2007"	829	23831983	3.5	3.5
	"Texas"	"48"	"2008"	"2008"	723	24309039	3.0	3.0
	"Texas"	"48"	"2009"	"2009"	892	24801761	3.6	3.6
	"Texas"	"48"	"2010"	"2010"	900	25145561	3.6	3.6
	"Texas"	"48"	"2011"	"2011"	857	25674681	3.3	3.3
	"Texas"	"48"	"2012"	"2012"	799	26059203	3.1	3.1
	"Texas"	"48"	"2013"	"2013"	727	26448193	2.7	2.7
	"Texas"	"48"	"2014"	"2014"	765	26956958	2.8	2.8
	"Texas"	"48"	"2015"	"2015"	817	27469114	3.0	2.9
	"Texas"	"48"	"2016"	"2016"	904	27862596	3.2	3.2
	"Texas"	"48"	"2017"	"2017"	992	28304596	3.5	3.5
	"Texas"	"48"	"2018"	"2018"	879	28701845	3.1	3.0
	"Utah"	"49"	"1999"	"1999"	120	2203482	5.4	6.3
	"Utah"	"49"	"2000"	"2000"	139	2233169	6.2	6.8
	"Utah"	"49"	"2001"	"2001"	145	2283715	6.3	7.3
	"Utah"	"49"	"2002"	"2002"	188	2324815	8.1	9.0
	"Utah"	"49"	"2003"	"2003"	248	2360137	10.5	11.4
	"Utah"	"49"	"2004"	"2004"	259	2401580	10.8	11.6
	"Utah"	"49"	"2005"	"2005"	305	2457719	12.4	13.4
	"Utah"	"49"	"2006"	"2006"	324	2525507	12.8	13.7
	"Utah"	"49"	"2007"	"2007"	350	2597746	13.5	14.3
	"Utah"	"49"	"2008"	"2008"	342	2663029	12.8	13.6
	"Utah"	"49"	"2009"	"2009"	364	2723421	13.4	14.6
	"Utah"	"49"	"2010"	"2010"	328	2763885	11.9	12.5
	"Utah"	"49"	"2011"	"2011"	372	2817222	13.2	14.2
	"Utah"	"49"	"2012"	"2012"	413	2855287	14.5	15.8
	"Utah"	"49"	"2013"	"2013"	415	2900872	14.3	15.3
	"Utah"	"49"	"2014"	"2014"	435	2942902	14.8	16.1
	"Utah"	"49"	"2015"	"2015"	427	2995919	14.3	15.2
	"Utah"	"49"	"2016"	"2016"	402	3051217	13.2	14.3
	"Utah"	"49"	"2017"	"2017"	377	3101833	12.2	13.0
	"Utah"	"49"	"2018"	"2018"	355	3161105	11.2	12.2
	"Vermont"	"50"	"1999"	"1999"	14	604683	Unreliable	Unreliable
	"Vermont"	"50"	"2000"	"2000"	20	608827	3.3	3.2
	"Vermont"	"50"	"2001"	"2001"	29	612223	4.7	4.7
	"Vermont"	"50"	"2002"	"2002"	36	615442	5.8	5.8
	"Vermont"	"50"	"2003"	"2003"	44	617858	7.1	7.0
	"Vermont"	"50"	"2004"	"2004"	37	619920	6.0	6.1
	"Vermont"	"50"	"2005"	"2005"	36	621215	5.8	6.0
	"Vermont"	"50"	"2006"	"2006"	57	622892	9.2	9.4
	"Vermont"	"50"	"2007"	"2007"	52	623481	8.3	8.8
	"Vermont"	"50"	"2008"	"2008"	53	624151	8.5	8.0
	"Vermont"	"50"	"2009"	"2009"	36	624817	5.8	5.6
	"Vermont"	"50"	"2010"	"2010"	42	625741	6.7	6.6
	"Vermont"	"50"	"2011"	"2011"	48	626431	7.7	7.8
	"Vermont"	"50"	"2012"	"2012"	47	626011	7.5	7.2
	"Vermont"	"50"	"2013"	"2013"	56	626630	8.9	9.1
	"Vermont"	"50"	"2014"	"2014"	42	626562	6.7	7.0
	"Vermont"	"50"	"2015"	"2015"	59	626042	9.4	9.9
	"Vermont"	"50"	"2016"	"2016"	80	624594	12.8	14.4
	"Vermont"	"50"	"2017"	"2017"	105	623657	16.8	18.3
	"Vermont"	"50"	"2018"	"2018"	120	626299	19.2	21.4
	"Virginia"	"51"	"1999"	"1999"	158	7000174	2.3	2.2
	"Virginia"	"51"	"2000"	"2000"	209	7078515	3.0	2.8
	"Virginia"	"51"	"2001"	"2001"	252	7198362	3.5	3.4
	"Virginia"	"51"	"2002"	"2002"	283	7286873	3.9	3.7
	"Virginia"	"51"	"2003"	"2003"	291	7366977	4.0	3.9
	"Virginia"	"51"	"2004"	"2004"	341	7475575	4.6	4.5
	"Virginia"	"51"	"2005"	"2005"	308	7577105	4.1	4.0
	"Virginia"	"51"	"2006"	"2006"	348	7673725	4.5	4.5
	"Virginia"	"51"	"2007"	"2007"	421	7751000	5.4	5.4
	"Virginia"	"51"	"2008"	"2008"	409	7833496	5.2	5.2
	"Virginia"	"51"	"2009"	"2009"	388	7925937	4.9	4.8
	"Virginia"	"51"	"2010"	"2010"	349	8001024	4.4	4.3
	"Virginia"	"51"	"2011"	"2011"	491	8096604	6.1	6.0
	"Virginia"	"51"	"2012"	"2012"	430	8185867	5.3	5.3
	"Virginia"	"51"	"2013"	"2013"	473	8260405	5.7	5.6
	"Virginia"	"51"	"2014"	"2014"	562	8326289	6.7	6.7
	"Virginia"	"51"	"2015"	"2015"	586	8382993	7.0	7.0
	"Virginia"	"51"	"2016"	"2016"	953	8411808	11.3	11.4
	"Virginia"	"51"	"2017"	"2017"	1092	8470020	12.9	13.0
	"Virginia"	"51"	"2018"	"2018"	1069	8517685	12.6	12.8
	"Washington"	"53"	"1999"	"1999"	325	5842564	5.6	5.4
	"Washington"	"53"	"2000"	"2000"	331	5894121	5.6	5.4
	"Washington"	"53"	"2001"	"2001"	290	5985722	4.8	4.7
	"Washington"	"53"	"2002"	"2002"	404	6052349	6.7	6.5
	"Washington"	"53"	"2003"	"2003"	422	6104115	6.9	6.7
	"Washington"	"53"	"2004"	"2004"	534	6178645	8.6	8.4
	"Washington"	"53"	"2005"	"2005"	578	6257305	9.2	8.8
	"Washington"	"53"	"2006"	"2006"	635	6370753	10.0	9.6
	"Washington"	"53"	"2007"	"2007"	621	6461587	9.6	9.3
	"Washington"	"53"	"2008"	"2008"	647	6562231	9.9	9.4
	"Washington"	"53"	"2009"	"2009"	657	6667426	9.9	9.5
	"Washington"	"53"	"2010"	"2010"	573	6724540	8.5	8.1
	"Washington"	"53"	"2011"	"2011"	630	6830038	9.2	8.9
	"Washington"	"53"	"2012"	"2012"	588	6897012	8.5	8.2
	"Washington"	"53"	"2013"	"2013"	563	6971406	8.1	7.8
	"Washington"	"53"	"2014"	"2014"	567	7061530	8.0	7.7
	"Washington"	"53"	"2015"	"2015"	550	7170351	7.7	7.3
	"Washington"	"53"	"2016"	"2016"	575	7288000	7.9	7.5
	"Washington"	"53"	"2017"	"2017"	602	7405743	8.1	7.8
	"Washington"	"53"	"2018"	"2018"	589	7535591	7.8	7.5
	"West Virginia"	"54"	"1999"	"1999"	32	1811799	1.8	1.8
	"West Virginia"	"54"	"2000"	"2000"	48	1808344	2.7	2.7
	"West Virginia"	"54"	"2001"	"2001"	134	1801481	7.4	7.6
	"West Virginia"	"54"	"2002"	"2002"	173	1805414	9.6	9.8
	"West Virginia"	"54"	"2003"	"2003"	191	1812295	10.5	11.1
	"West Virginia"	"54"	"2004"	"2004"	244	1816438	13.4	13.8
	"West Virginia"	"54"	"2005"	"2005"	139	1820492	7.6	8.1
	"West Virginia"	"54"	"2006"	"2006"	282	1827912	15.4	16.0
	"West Virginia"	"54"	"2007"	"2007"	321	1834052	17.5	18.4
	"West Virginia"	"54"	"2008"	"2008"	346	1840310	18.8	19.5
	"West Virginia"	"54"	"2009"	"2009"	167	1847775	9.0	9.3
	"West Virginia"	"54"	"2010"	"2010"	435	1852994	23.5	24.7
	"West Virginia"	"54"	"2011"	"2011"	527	1855364	28.4	30.1
	"West Virginia"	"54"	"2012"	"2012"	435	1855413	23.4	25.1
	"West Virginia"	"54"	"2013"	"2013"	417	1854304	22.5	23.5
	"West Virginia"	"54"	"2014"	"2014"	450	1850326	24.3	25.4
	"West Virginia"	"54"	"2015"	"2015"	521	1844128	28.3	29.4
	"West Virginia"	"54"	"2016"	"2016"	645	1831102	35.2	38.0
	"West Virginia"	"54"	"2017"	"2017"	800	1815857	44.1	47.5
	"West Virginia"	"54"	"2018"	"2018"	687	1805832	38.0	41.4
	"Wisconsin"	"55"	"1999"	"1999"	70	5332666	1.3	1.3
	"Wisconsin"	"55"	"2000"	"2000"	85	5363675	1.6	1.6
	"Wisconsin"	"55"	"2001"	"2001"	119	5406835	2.2	2.2
	"Wisconsin"	"55"	"2002"	"2002"	151	5445162	2.8	2.8
	"Wisconsin"	"55"	"2003"	"2003"	178	5479203	3.2	3.3
	"Wisconsin"	"55"	"2004"	"2004"	201	5514026	3.6	3.6
	"Wisconsin"	"55"	"2005"	"2005"	245	5546166	4.4	4.4
	"Wisconsin"	"55"	"2006"	"2006"	309	5577655	5.5	5.6
	"Wisconsin"	"55"	"2007"	"2007"	342	5610775	6.1	6.2
	"Wisconsin"	"55"	"2008"	"2008"	316	5640996	5.6	5.6
	"Wisconsin"	"55"	"2009"	"2009"	332	5669264	5.9	5.7
	"Wisconsin"	"55"	"2010"	"2010"	343	5686986	6.0	6.0
	"Wisconsin"	"55"	"2011"	"2011"	360	5711767	6.3	6.2
	"Wisconsin"	"55"	"2012"	"2012"	324	5726398	5.7	5.6
	"Wisconsin"	"55"	"2013"	"2013"	408	5742713	7.1	7.1
	"Wisconsin"	"55"	"2014"	"2014"	412	5757564	7.2	7.2
	"Wisconsin"	"55"	"2015"	"2015"	400	5771337	6.9	7.1
	"Wisconsin"	"55"	"2016"	"2016"	618	5778708	10.7	11.1
	"Wisconsin"	"55"	"2017"	"2017"	720	5795483	12.4	13.0
	"Wisconsin"	"55"	"2018"	"2018"	718	5813568	12.4	13.0
	"Wyoming"	"56"	"1999"	"1999"	Suppressed	491780	Suppressed	Suppressed
	"Wyoming"	"56"	"2000"	"2000"	10	493782	Unreliable	Unreliable
	"Wyoming"	"56"	"2001"	"2001"	Suppressed	494657	Suppressed	Suppressed
	"Wyoming"	"56"	"2002"	"2002"	16	500017	Unreliable	Unreliable
	"Wyoming"	"56"	"2003"	"2003"	Suppressed	503453	Suppressed	Suppressed
	"Wyoming"	"56"	"2004"	"2004"	11	509106	Unreliable	Unreliable
	"Wyoming"	"56"	"2005"	"2005"	10	514157	Unreliable	Unreliable
	"Wyoming"	"56"	"2006"	"2006"	14	522667	Unreliable	Unreliable
	"Wyoming"	"56"	"2007"	"2007"	24	534876	4.5	4.4
	"Wyoming"	"56"	"2008"	"2008"	39	546043	7.1	7.4
	"Wyoming"	"56"	"2009"	"2009"	31	559851	5.5	5.6
	"Wyoming"	"56"	"2010"	"2010"	47	563626	8.3	8.5
	"Wyoming"	"56"	"2011"	"2011"	42	568158	7.4	7.3
	"Wyoming"	"56"	"2012"	"2012"	42	576412	7.3	7.2
	"Wyoming"	"56"	"2013"	"2013"	44	582658	7.6	8.0
	"Wyoming"	"56"	"2014"	"2014"	45	584153	7.7	7.8
	"Wyoming"	"56"	"2015"	"2015"	43	586107	7.3	7.4
	"Wyoming"	"56"	"2016"	"2016"	42	585501	7.2	7.3
	"Wyoming"	"56"	"2017"	"2017"	45	579315	7.8	8.4
	"Wyoming"	"56"	"2018"	"2018"	35	577737	6.1	5.8
